key,L/S,TOS 15min,TOS 1hr,TOS 1day,,Profit,Orders,wincnt,losscnt,wins$,loss$,ratio,,,,,,,,,,,,,,,17,172,18,182,19,192,201,220,211,Rank
longATR15:LATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:OSpread:H,,,,,,-87.5,3,,3,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:UCCIA1d:IUSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:OCCIA1h:OCCIA1d:ILSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:OSpread:H,,,,,,-87.5,3,1,2,250,-337.5,0.740740741,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:OCCIA1d:OSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:USpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:OSpread:L,,,,,,-87.5,7,,7,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:UCCIA1d:IUSpread:L,,,,,,-87.5,3,,3,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:USpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:UCCIA1d:OSpread:M,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:ILSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:M,,,,,,-87.5,4,1,3,50,-137.5,0.363636364,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:ILCCIA1h:OCCIA1d:OSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:USpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:IUSpread:M,,,,,,-87.5,8,3,5,225,-312.5,0.72,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:M,,,,,,-87.5,4,2,2,87.5,-175,0.5,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:USpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:OSpread:O,,,,,,-87.5,16,6,10,237.5,-325,0.730769231,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:OSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:M,,,,,,-87.5,4,,4,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:OCCIA1d:ILSpread:M,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:ILSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:L,,,,,,-87.5,4,,4,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:ILSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:OSpread:L,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:ILCCIA1d:OSpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:UCCIA1d:USpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:OCCIA1d:USpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:OCCIA1d:OSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:OCCIA1d:IUSpread:M,,,,,,-87.5,3,,3,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:ILSpread:H,,,,,,-87.5,10,5,5,937.5,-1025,0.914634146,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:OCCIA15:IUCCIA1h:OCCIA1d:IUSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:UCCIA15:IUCCIA1h:UCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:OSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:A,,,,,,-87.5,9,3,6,1262.5,-1350,0.935185185,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:OSpread:L,,,,,,-87.5,5,,5,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:HCCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:OSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:UCCIA1d:USpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-87.5,4,1,3,25,-112.5,0.222222222,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:H,,,,,,-87.5,6,1,5,37.5,-125,0.3,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:ILSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:ILCCIA1d:USpread:L,,,,,,-87.5,3,1,2,150,-237.5,0.631578947,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:OSpread:M,,,,,,-87.5,16,4,12,162.5,-250,0.65,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-87.5,6,3,3,475,-562.5,0.844444444,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:L,,,,,,-87.5,2,1,1,62.5,-150,0.416666667,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:LCCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:OSpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:OSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:OCCIA1d:IUSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:M,,,,,,-87.5,6,1,5,87.5,-175,0.5,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-87.5,9,5,4,575,-662.5,0.867924528,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:UCCIA1d:OSpread:H,,,,,,-87.5,11,4,7,462.5,-550,0.840909091,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:M,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:IUCCIA15:UCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:H,,,,,,-87.5,3,,3,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-87.5,3,1,2,25,-112.5,0.222222222,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:UCCIA1d:USpread:O,,,,,,-87.5,2,1,1,37.5,-125,0.3,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:OSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:USpread:O,,,,,,-87.5,5,2,3,275,-362.5,0.75862069,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:USpread:H,,,,,,-87.5,4,1,3,37.5,-125,0.3,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:OCCIA1d:OSpread:H,,,,,,-87.5,2,1,1,50,-137.5,0.363636364,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:UCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:OSpread:H,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:USpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:H,,,,,,-87.5,4,,4,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:ILCCIA1d:OSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:OSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:IUSpread:M,,,,,,-87.5,3,,3,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:OCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:USpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:ILCCIA1d:USpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-87.5,3,1,2,12.5,-100,0.125,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:ILCCIA15:UCCIA1h:IUCCIA1d:ILSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:ILSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:LCCI15:OCCIA15:ILCCIA1h:ILCCIA1d:OSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:OCCIA15:IUCCIA1h:OCCIA1d:OSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:OSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:UCCIA1d:OSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:LCCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:M,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:IUSpread:A,,,,,,-87.5,2,1,1,25,-112.5,0.222222222,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:ILSpread:A,,,,,,-87.5,3,2,1,162.5,-250,0.65,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:ILCCIA15:IUCCIA1h:UCCIA1d:OSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:UCCIA1h:UCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:A,,,,,,-87.5,3,1,2,12.5,-100,0.125,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:USpread:H,,,,,,-87.5,4,1,3,100,-187.5,0.533333333,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:ILSpread:H,,,,,,-87.5,23,9,14,1187.5,-1275,0.931372549,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:M,,,,,,-87.5,10,4,6,250,-337.5,0.740740741,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-87.5,38,14,24,1737.5,-1825,0.952054795,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:USpread:O,,,,,,-87.5,6,3,3,525,-612.5,0.857142857,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:L,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:USpread:A,,,,,,-87.5,2,,2,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:IUCCIA1h:UCCIA1d:USpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:IUSpread:L,,,,,,-87.5,3,1,2,12.5,-100,0.125,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:A,,,,,,-87.5,8,2,6,25,-112.5,0.222222222,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:ILSpread:L,,,,,,-87.5,4,1,3,325,-412.5,0.787878788,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:LCCI15:UCCIA15:UCCIA1h:UCCIA1d:OSpread:A,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:OCCIA1d:OSpread:M,,,,,,-87.5,5,1,4,12.5,-100,0.125,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-87.5,3,,3,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-87.5,3,1,2,25,-112.5,0.222222222,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:OCCIA1d:ILSpread:H,,,,,,-87.5,5,1,4,150,-237.5,0.631578947,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:A,,,,,,-87.5,4,1,3,25,-112.5,0.222222222,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:O,,,,,,-87.5,11,5,6,562.5,-650,0.865384615,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-87.5,1,,1,,-87.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
